doi,classification,relation_or_failure_subtype,confidence,requested_title,identity_status,identity_basis,document_doi,document_title,title_similarity_header,title_coverage_front,target_title_score_full_artifact,target_title_exact_in_artifact,target_doi_literal_in_artifact,best_backend,fulltext_source,artifact_path,artifact_pdf_path,artifact_pdf_exists,current_candidate_pdf_path,current_candidate_pdf_exists,manual_import_reports,local_correct_text_status,exact_doi_pmcid,direct_xml_availability,openalex_is_oa,openalex_pdf_url,openalex_landing_url,remote_correct_text_status,current_kg_finding_count,repair_method,availability_caveat
10.51731/cjht.2021.90,unresolved_non_pmc_artifact,insufficient_identifier_or_title_evidence,high,"Psychedelic-Assisted Psychotherapy for Post-Traumatic Stress Disorder, Anxiety Disorders, Mood Disorders, or Substance Use Disorders",identity_unverified,insufficient document-level identifier or title evidence,,,,1.0,1.0,False,False,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_51731_cjht_2021_90.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.51731_cjht.2021.90__6fb1c0b7fc.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.51731_cjht.2021.90__6fb1c0b7fc.pdf,True,,uncertain_quarantine,,,False,,,no_open_fulltext_signal_found,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.53846/goediss-2111,unresolved_non_pmc_artifact,insufficient_identifier_or_title_evidence,high,Tryptamines as Ligands and Modulators of the Serotonin 5‑HT2A Receptor and the Isolation of Aeruginascin from the Hallucinogenic Mushroom Inocybe aeruginascens,identity_unverified,insufficient document-level identifier or title evidence,,,,0.75,1.0,False,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_53846_goediss_2111.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.53846_goediss-2111__6dc90e18e5.pdf,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.53846_goediss-2111__6dc90e18e5.pdf,True,manual_pdf_import_report_after_all_remaining_playwright_20260619.json,uncertain_quarantine,,,False,,,no_open_fulltext_signal_found,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.5451/unibas-006616893,repository_or_nested_document,repository_thesis_issue_nested_content,high,Pharmacology of novel psychoactive substances,identity_mismatch,document DOI differs and title evidence does not support the requested paper,10.1124/jpet.114.222356,"Interactions between Bupropion and 3,4-Methylenedioxymethamphetamine in Healthy Subjects",0.1654,1.0,1.0,True,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_5451_unibas_006616893.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.5451_unibas-006616893__a29066c9b4.pdf,True,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/pdfs/10.5451_unibas-006616893__a29066c9b4.pdf,False,,target_or_related_content_nested_requires_segmentation,,,True,https://edoc.unibas.ch/43281/1/Diss%20Pflichtex%20AR%20online%20final%2003.06.2016.pdf,https://edoc.unibas.ch/43281/1/Diss%20Pflichtex%20AR%20online%20final%2003.06.2016.pdf,oa_pdf_signal_requires_identity_validation,24,"Keep repository/thesis/issue source separately, but segment the requested subdocument before extraction; do not treat a constituent DOI as the container identity.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.5451/unibas-006786123,repository_or_nested_document,repository_thesis_issue_nested_content,high,The pharmacology of d-Lysergic acid diethylamide (LSD),identity_mismatch,document DOI differs and title evidence does not support the requested paper,10.1007/s00216-014-8388-1,Development and validation of a rapid turboflow LC-MS/MS method for the quantification of LSD and 2-oxo-3-hydroxy LSD in serum and urine samples of emergency toxicological cases,0.1299,0.4,1.0,False,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_5451_unibas_006786123.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.5451_unibas-006786123__3e0de0c3ee.pdf,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.5451_unibas-006786123__3e0de0c3ee.pdf,True,manual_pdf_import_report_after_clickthrough_20260618.json,target_or_related_content_nested_requires_segmentation,,,True,https://edoc.unibas.ch/56194/1/Dissertation%20LSD%20Patrick%20Dolder%2018.09.17.pdf,https://edoc.unibas.ch/56194/1/Dissertation%20LSD%20Patrick%20Dolder%2018.09.17.pdf,oa_pdf_signal_requires_identity_validation,0,"Keep repository/thesis/issue source separately, but segment the requested subdocument before extraction; do not treat a constituent DOI as the container identity.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.5451/unibas-007055508,repository_or_nested_document,repository_thesis_issue_nested_content,high,Pharmacological and toxicological investigations of new psychoactive substances,identity_mismatch,document DOI differs and title evidence does not support the requested paper,10.1016/j.neuropharm.2017.07.026,Pharmacological profile of mephedrone analogs and related new psychoactive substances,0.622,0.6667,1.0,True,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_5451_unibas_007055508.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.5451_unibas-007055508__6f771d7516.pdf,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.5451_unibas-007055508__6f771d7516.pdf,True,manual_pdf_import_report_after_clickthrough_20260618.json,target_or_related_content_nested_requires_segmentation,,,True,https://edoc.unibas.ch/66841/1/PhD%20Thesis%20Dino%20Lu%CC%88thi%20%28edoc%29.pdf,https://edoc.unibas.ch/66841/1/PhD%20Thesis%20Dino%20Lu%CC%88thi%20%28edoc%29.pdf,oa_pdf_signal_requires_identity_validation,0,"Keep repository/thesis/issue source separately, but segment the requested subdocument before extraction; do not treat a constituent DOI as the container identity.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.55674/cs.v18i1.264689,benign_conflict,grobid_related_doi_misidentification,high,From fungi to pharmacy: Applied technologies in psilocybin production and its therapeutic applications,target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.55674/cs.v18i1.264869,From fungi to pharmacy: Applied technologies in psilocybin production and its therapeutic applications,1.0,1.0,1.0,True,False,grobid,mechanistic,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_55674_cs_v18i1_264689.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.55674_cs.v18i1.264689__aec7db0488.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.55674_cs.v18i1.264689__aec7db0488.pdf,True,,correct_content_available_locally,,,True,https://ph01.tci-thaijo.org/index.php/snru_journal/article/download/264689/175356,https://doi.org/10.55674/cs.v18i1.264689,oa_pdf_signal_requires_identity_validation,0,"Keep local text after front-page/title verification; mark conflicting DOI as a GROBID header misidentification, not a source DOI.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.5617/jea.7047,unresolved_non_pmc_artifact,insufficient_identifier_or_title_evidence,high,"To the Roots: Me, My Brother, Heroin and Iboga",identity_unverified,insufficient document-level identifier or title evidence,,,,1.0,1.0,False,False,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_5617_jea_7047.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.5617_jea.7047__086b4e2496.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.5617_jea.7047__086b4e2496.pdf,True,,uncertain_quarantine,,,False,,,no_open_fulltext_signal_found,2,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.5798/dicletip.661256,benign_conflict,doi_parse_truncation_or_suffix,high,The Effect of Low Dose Ketamine Infusion on Postoperative Acute and chronic Pain after Thoracotomy,target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.5798/dicletip,The Effect of Low Dose Ketamine Infusion on Postoperative Acute and chronic Pain after Thoracotomy,1.0,1.0,1.0,True,False,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_5798_dicletip_661256.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.5798_dicletip.661256__c0a566e7fa.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.5798_dicletip.661256__c0a566e7fa.pdf,True,,correct_content_available_locally,,,True,https://dergipark.org.tr/tr/download/article-file/891283,https://doi.org/10.5798/dicletip.661256,oa_pdf_signal_requires_identity_validation,0,Keep local text; correct TEI/GROBID DOI parsing and store the requested DOI as document identity; no reacquisition.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.5812/anesthpain.4399,benign_conflict,publisher_doi_alias,high,Evaluation of a Low Dose Ketamine in Post Tonsillectomy Pain Relief: A Randomized Trial Comparing Intravenous and Subcutaneous Ketamine in Pediatrics,identity_mismatch,document DOI differs and title evidence does not support the requested paper,10.5812/aapm.4399,Anesthesiology Pain Medicine,0.2373,0.9286,1.0,False,False,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_5812_anesthpain_4399.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.5812_anesthpain.4399__4a5d7b25ef.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.5812_anesthpain.4399__4a5d7b25ef.pdf,True,,correct_content_available_locally,,,True,https://brieflands.com/articles/aapm-71663.pdf,https://doi.org/10.5812/anesthpain.4399,oa_pdf_signal_requires_identity_validation,0,Keep local text after publisher DOI resolution; register controlled DOI alias.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.63050/jpps.21.02.935,unresolved_non_pmc_artifact,insufficient_identifier_or_title_evidence,high,IS PSYCHEDELIC TREATMENT OF MENTAL HEALTH DISORDERS READY FOR PRIME TIME?,identity_unverified,insufficient document-level identifier or title evidence,,JOURNAL OF PAKISTAN PSYCHIATRIC SOCIETY (REVIEWED MANUSCRIPT -VERSION OF RECORD TO FOLLOW,0.3704,0.75,0.75,False,False,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_63050_jpps_21_02_935.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.63050_jpps.21.02.935__4641ed0be3.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.63050_jpps.21.02.935__4641ed0be3.pdf,True,,uncertain_quarantine,,,False,,,no_open_fulltext_signal_found,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.7302/25030,unresolved_non_pmc_artifact,insufficient_identifier_or_title_evidence,high,The Putative Role of the Medial Prefrontal Cortex in Emergence from General Anesthesia,identity_unverified,insufficient document-level identifier or title evidence,,,,0.875,0.875,False,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_7302_25030.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.7302_25030__343a8dc5ac.pdf,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.7302_25030__343a8dc5ac.pdf,True,manual_pdf_import_report_after_browser_batch_25_20260618.json,uncertain_quarantine,,,False,,,no_open_fulltext_signal_found,5,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.7302/8314,unresolved_non_pmc_artifact,insufficient_identifier_or_title_evidence,high,"Endogenous Biosynthesis and Neural Correlates of N,N-dimethyltryptamine",identity_unverified,insufficient document-level identifier or title evidence,,,,1.0,1.0,False,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_7302_8314.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.7302_8314__0811d04925.pdf,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.7302_8314__0811d04925.pdf,True,manual_pdf_import_report_after_browser_batch_25_retry_20260618.json,uncertain_quarantine,,,False,,,no_open_fulltext_signal_found,11,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
