finding_id,study_doi,compound,entity_label,domain,evidence_type,entity_role,support,outcome_measure,population,study_design,graph_admission_status,kg_entity_kind_override,paper_type,endpoint_label_source,graph_overview_subjects_json,graph_parent_label,proposition_group_id,assessment,matching_edge_in_active_bootstrap,category,proposed_destination,rationale,assessment_basis,rules
finding:22656b899c987113f2,10.7326/m19-0869,Ketamine,Suicidality,clinical_outcome,secondary_literature,therapeutic_indication,Ketamine reduces suicidal ideation with minimal adverse events compared with placebo or midazolam in at-risk adults.,Suicidal ideation,,,main_graph,condition_indication,systematic_review,clinical_condition_endpoint,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:023089b8e32d81cf6c,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:b0d4d13d84c22cb02b,10.1097/jcma.0000000000001150,Psychedelics (broad or mixed),Suicidality,clinical_outcome,secondary_literature,therapeutic_indication,There is a critical lack of randomized controlled trials investigating the safety and efficacy of psychedelics specifically for core autism symptoms and for autistic individuals at high risk of suicide.,,,,main_graph,condition_indication,systematic_review,clinical_condition_endpoint,"[{""kind"": ""compound_class"", ""label"": ""Psychedelics (broad or mixed)"", ""reason"": ""controlled_broad_psychedelic_class""}]",,proposition:fcdce0958ac04a4a69,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:53ed9b8f527b25eef2,10.1111/bcp.15360,Ketamine,Suicidality,clinical_outcome,secondary_literature,therapeutic_indication,"While ketamine shows acute anti-suicidal effects, its long-term efficacy and safety for preventing suicide remain unknown due to a lack of longitudinal data.",long-term suicide prevention,,,main_graph,condition_indication,umbrella_review,clinical_condition_endpoint,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:bdf0c812c393bbd6c3,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:45bb81743e55bec237,10.1177/24705470221128017,Ketamine,Suicidality,clinical_outcome,secondary_literature,therapeutic_indication,Ketamine administration in emergency department settings rapidly reduces suicidal ideation and may decrease the need for psychiatric hospitalization.,psychiatric hospitalization,,,main_graph,condition_indication,review,clinical_condition_endpoint,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:97a18a45f88635682d,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:441c05b7ddbf3cc3cb,10.1007/s40268-015-0081-0,Ketamine,Suicidality,clinical_outcome,secondary_literature,therapeutic_indication,There is currently no evidence from clinical studies regarding the effect of ketamine on suicide attempts or death by suicide.,suicide attempts,,,main_graph,condition_indication,systematic_review,clinical_condition_endpoint,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:6e325c896e2b8d4e99,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:78fee8f44e47e12c9f,10.1007/s40290-023-00467-x,S-ketamine,Suicidality,clinical_outcome,secondary_literature,therapeutic_indication,Esketamine improves depressive symptoms in hospitalized patients with suicidal intent but does not significantly differ from placebo in reducing the severity of suicidal ideation.,,,,main_graph,condition_indication,review,clinical_condition_endpoint,"[{""kind"": ""atomic_compound"", ""label"": ""S-ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:75e8f33f1f86deab41,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:c9d20cdfd7fb82c22a,10.1016/j.biopsych.2021.01.013,Ketamine,Suicidality,clinical_outcome,secondary_literature,therapeutic_indication,"Ketamine and esketamine demonstrate efficacy for the rapid reduction of suicidal ideation within 24 hours, though effects are often transient and limited by side effects.",suicidal ideation,,,main_graph,condition_indication,review,clinical_condition_endpoint,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:8ffa2d20bd252f3128,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:1ae4880bb5e72b3653,10.7324/japs.2024.177533,Ketamine,Suicidality,clinical_outcome,secondary_literature,therapeutic_indication,"The ketamine-depression research field is organized into four primary thematic clusters: cognitive effects, mechanisms of action, safety and tolerability, and anti-suicidal effects in TRD.",,,,main_graph,condition_indication,review,clinical_condition_endpoint,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:de74f3f003b64dba04,high_confidence_semantic_misclassification,True,research_metadata_in_conditions,Paper detail / research-topic coverage,Finding concerns bibliometric research trends rather than a therapeutic outcome.,manual semantic review of saved finding and metadata; not independent full-text re-extraction,['condition_safety']
finding:dbc8152bf7e3301ed0,10.3389/fpsyt.2024.1433348,Ketamine,Suicidality,clinical_outcome,secondary_literature,therapeutic_indication,"Preliminary evidence suggests ketamine provides rapid antidepressant and anti-suicidal effects in adolescents, but its use remains off-label and lacks long-term safety data.",,,,main_graph,condition_indication,review,clinical_condition_endpoint,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:a8e93e1fcde26c2c3d,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:533384c1a35c394652,10.1093/ijnp/pyaa034,S-ketamine,Major depressive disorder,clinical_outcome,secondary_literature,symptom_or_problem,The effect size for add-on esketamine nasal spray was approximately twice as high as that for add-on second-generation antipsychotics.,,Adults with nonpsychotic MDD and inadequate response to antidepressants,pairwise_meta_analysis,main_graph,condition_indication,meta_analysis,meta_analysis_population_condition_projection,"[{""kind"": ""atomic_compound"", ""label"": ""S-ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:df18a90488b290720e,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:82b19d4b68073cc9b0,10.1177/20451253251372449,Psilocybin,Suicidality,clinical_outcome,secondary_literature,therapeutic_indication,There was insufficient evidence to determine the effect of psilocybin therapy on suicide attempts and suicide deaths as no studies specifically reported these outcomes.,,Adults with psychiatric diagnoses,pairwise_meta_analysis,main_graph,condition_indication,meta_analysis,clinical_condition_endpoint,"[{""kind"": ""atomic_compound"", ""label"": ""Psilocybin"", ""reason"": ""controlled_atomic_compound""}]",,proposition:81271478fd51bcf34c,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:77d96e5bc4c5e37578,10.1177/2050324515578080,MDMA,Suicidality,clinical_outcome,primary_evidence,therapeutic_indication,"There were no serious adverse reactions, no psychoses, no hospitalizations, and no suicides among clients actively undergoing therapy.",Safety monitoring (incidence of adverse events),Clients in an underground psycholytic therapy group,Retrospective case series / qualitative report of underground practice,main_graph,condition_indication,primary_study,clinical_condition_endpoint,"[{""kind"": ""atomic_compound"", ""label"": ""MDMA"", ""reason"": ""specific_compounds_separated_from_multi_compound_text""}, {""kind"": ""atomic_compound"", ""label"": ""LSD"", ""reason"": ""specific_compounds_separated_from_multi_compound_text""}]",,proposition:eb4505f051df1ea266,high_confidence_semantic_misclassification,True,safety_in_conditions,Safety; cognitive findings may also support Cognition,"The reported endpoint is adverse events, safety/tolerability, risk, or absence of harm. A patient diagnosis or treatment setting has been promoted as the outcome. Preserve null safety results and distinguish transient effects from clinical harm.",manual semantic review of saved finding and metadata; not independent full-text re-extraction,['condition_safety']
finding:5bec5b0af8b607cf11,10.36948/ijfmr.2024.v06i05.26732,Ketamine,Suicidality,clinical_outcome,primary_evidence,therapeutic_indication,Intramuscular ketamine was effective in rapid reduction of suicidal ideations and was noted as a safer alternative to IV due to lower rates of certain side effects like derealisation.,Modified Scale for Suicidal Ideation (MSSI),patients with suicidal ideations,"Randomised, hospital based, comparative, parallel group interventional study",main_graph,condition_indication,primary_study,clinical_condition_endpoint,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:96ba58c5f9a642a339,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:edc68e710e969d5bb0,10.1017/s1478951523000317,Ketamine,Suicidality,clinical_outcome,primary_evidence,therapeutic_indication,"A single dose of intravenous ketamine led to the complete disappearance of the wish to hasten death from day 1 to day 3 post-injection, though the wish began to reappear at day 5 and returned fully by day 6.",Montgomery-Åsberg Depression Rating Scale (MADRS) suicide item,78-year-old woman with advanced breast cancer and existential suffering,Case report,main_graph,condition_indication,primary_study,clinical_condition_endpoint,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:fce73419d4a6f5245a,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:a8da9e7fcb87e4cc3a,10.1002/alz70859_101101,Psilocybin,Suicidality,clinical_outcome,primary_evidence,therapeutic_indication,"Psilocybin was well tolerated with no unexpected or serious adverse events; all expected AEs (dizziness, altered perception) resolved without sequelae.","Adverse events (AEs), vital signs, and suicidal ideation monitoring",Older adults with aMCI and sex-matched healthy controls,"Double-blind, placebo-controlled randomized PET study",main_graph,condition_indication,primary_study,clinical_condition_endpoint,"[{""kind"": ""atomic_compound"", ""label"": ""Psilocybin"", ""reason"": ""controlled_atomic_compound""}]",,proposition:25eb679ca2ce65a603,high_confidence_semantic_misclassification,True,safety_in_conditions,Safety; cognitive findings may also support Cognition,"The reported endpoint is adverse events, safety/tolerability, risk, or absence of harm. A patient diagnosis or treatment setting has been promoted as the outcome. Preserve null safety results and distinguish transient effects from clinical harm.",manual semantic review of saved finding and metadata; not independent full-text re-extraction,['condition_safety']
finding:eeeba471717e585d31,10.1186/s12888-026-08042-9,Ketamine,Suicidality,clinical_outcome,primary_evidence,therapeutic_indication,Fewer participants in the ketamine group (0/10) were hospitalized at the initial visit compared to the placebo group (4/10).,Hospital admission rate,Adolescents aged 12 to 17 years with moderate-to-severe suicidal ideation in the emergency department,"Double-blind, randomized, placebo-controlled pilot trial",main_graph,condition_indication,primary_study,clinical_condition_endpoint,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:a989bcf7280f033768,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:0c7df1aae46bfdc16e,10.9758/cpn.23.1155,Ketamine,Suicidality,clinical_outcome,primary_evidence,therapeutic_indication,"The patient reported improvement in depression, specifically noting he no longer thought about death and had plans for living well after the second dose.",Clinical observation and patient report,36-year-old male with type 1 diabetes mellitus,Case report,main_graph,condition_indication,primary_study,clinical_condition_endpoint,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:fc8a3ae25bb215d907,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:ba7cf3f5474ef4ecd2,10.3329/bjpsy.v37i2.72779,Ketamine,Suicidality,clinical_outcome,primary_evidence,therapeutic_indication,"A single subanesthetic dose of intravenous ketamine resulted in a rapid and robust anti-suicidal effect in a patient with treatment-resistant schizophrenia and command hallucinations, with remission maintained for three months without exacerbating psychotic symptoms.",Columbia-Suicide Severity Rating Scale (C-SSRS),"43-year-old female with severe, persistent, chronic resistant schizophrenia and command hallucinations",Case report,main_graph,condition_indication,primary_study,clinical_condition_endpoint,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:db58626e378ca10fd1,not_confirmed_by_this_audit,True,,,,,['condition_safety']
