study_doi,notes,study_title,evidence_location,study_year,source,source_type,evidence_locator,authors,access_level,disorder,compound,openalex_id,evidence_level,study_design,system,population,outcome_type,outcome_measure,paper_type,result_direction,demoted_from,cleanup_bucket,recommended_action,cleanup_issues,original_row_index,demoted_at
10.1016/j.biopsych.2023.02.075,Auto-generated stub from DOI queue,Lipidomic Signatures Inform Intravenous Racemic Ketamine Associated Remission in Treatment-Resistant Depression: A Feasibility Trial,unknown,2023,doi,primary_study,Metadata/title snippet: Lipidomic Signatures Inform Intravenous Racemic Ketamine Associated Remission in Treatment-Resistant Depression: A Feasibility Trial,Balwinder Singh; Siamak MahmoudianDehkordi; Jennifer Vande Voort; Xianlin Han; John D. Port; Mark A. Frye; Rima Kaddurah‐Daouk,secondary_summary,Treatment-resistant depression,Ketamine,,low,pending_curation,clinical,,reduces depressive symptoms,,other,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is other; source_type says primary_study but paper_type is weak; secondary_summary,295,2026-04-22T16:33:45.089824+00:00
10.1016/j.jaac.2023.07.666,Auto-generated stub from DOI queue,6.3 Psilocybin Therapy for the Treatment of Young Adults With Anorexia Nervosa: State of the Research,unknown,2023,doi,primary_study,Metadata/title snippet: 6.3 Psilocybin Therapy for the Treatment of Young Adults With Anorexia Nervosa: State of the Research,Amanda E. Downey,secondary_summary,Anorexia nervosa,Psilocybin,,low,pending_curation,clinical,adults with anorexia nervosa,improves clinical symptoms,,other,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is other; source_type says primary_study but paper_type is weak; secondary_summary,296,2026-04-22T16:33:45.089824+00:00
10.1016/j.medj.2023.08.003,Auto-generated stub from DOI queue,"Psilocybin for anorexia nervosa: If it helps, let’s learn how",unknown,2023,doi,primary_study,"Metadata/title snippet: Psilocybin for anorexia nervosa: If it helps, let’s learn how",Evelyn Attia; Joanna Steinglass,secondary_summary,Anorexia nervosa,Psilocybin,,low,pending_curation,unknown,,improves clinical symptoms,,other,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is other; source_type says primary_study but paper_type is weak; secondary_summary,298,2026-04-22T16:33:45.089824+00:00
10.1038/s41591-023-02458-6,Auto-generated stub from DOI queue,Psilocybin for the treatment of anorexia nervosa,unknown,2023,doi,primary_study,Metadata/title snippet: Psilocybin for the treatment of anorexia nervosa,Tomislav Majić; Stefan Ehrlich,secondary_summary,Anorexia nervosa,Psilocybin,,low,pending_curation,unknown,,improves clinical symptoms,,other,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is other; source_type says primary_study but paper_type is weak; secondary_summary,300,2026-04-22T16:33:45.089824+00:00
10.1089/cap.2024.0082,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,"Psychedelic Treatments in Adolescent Psychopharmacology: Considering Safety, Ethics, and Scientific Rigor",abstract,2025,doi,primary_study,"Abstract snippet: Interest in psychedelic therapies for adults is rapidly growing, with substances like 3,4-methylenedioxymethamphetamine for posttraumatic stress disorder, psilocybin for",Isabella Sutherland; Ming‐Fen Ho; Paul E. Croarkin,abstract_only,Generalized anxiety disorder,Psilocybin,,low,preclinical_study,preclinical,adolescents with generalized anxiety disorder,reduces anxiety/depression symptoms,,other,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is other; source_type says primary_study but paper_type is weak; abstract_only,301,2026-04-22T16:33:45.089824+00:00
10.1136/ijgc-2023-004659,Auto-generated stub from DOI queue; Disorder normalized from `Cancer-related anxiety and depression` during curated normalization; Disorder normalized from `distress associated with life-threatening disease` during curated normalization,Psilocybin-assisted psychotherapy for cancer-related anxiety and depression,unknown,2023,doi,primary_study,Unspecified,Dan Yaniv; Lois M. Ramondetta; Lorenzo Cohen; Moran Amit,secondary_summary,Distress associated with life-threatening disease,Psilocybin,,low,pending_curation,unknown,,reduces depressive symptoms,,other,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is other; source_type says primary_study but paper_type is weak; secondary_summary,303,2026-04-22T16:33:45.089824+00:00
10.1177/00185787251384516,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,Esketamine for Treatment-Resistant Depression in Pakistan: A Promising Strategy,abstract,2025,doi,primary_study,"Abstract snippet: Depression, projected to be the leading cause of global disability by 2030, affects up to 19.62% of Pakistan’s population. Treatment-resistant depression (TRD), character",Moomal Memon; Rukhsana Gul; Arif Gul; Sahir Bansari; Mahek Bansari; Asif Raza Khowaja; Suresh Kumar; Kantesh Kumar; Khalid S. Khan; Kashaf Iman,abstract_only,Treatment-resistant depression,S-ketamine,,low,preclinical_study,preclinical,,reduces depressive symptoms,,other,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is other; source_type says primary_study but paper_type is weak; abstract_only,304,2026-04-22T16:33:45.089824+00:00
10.1186/s40337-025-01274-2,Auto-generated stub from DOI queue; Full-text PDF autofill for disorder fields; Manual-review title resolver: title matched non-countable analysis/editorial pattern,Therapeutic emergence of dissociated traumatic memories during psilocybin treatment for anorexia nervosa,text,2025,doi,other,Metadata/title snippet: Therapeutic emergence of dissociated traumatic memories during psilocybin treatment for anorexia nervosa,Stéphanie Knatz Peck; Timothy D. Brewerton; Hannah M. Fisher; Julie Trim; Samantha Shao; Nadav Liam Modlin; Jessie Kim; Daphna M. Finn; Walter H. Kaye,full_text_seen,Anorexia nervosa,Psilocybin,,low,randomized_controlled_trial,preclinical,adolescents with anorexia nervosa,improves clinical symptoms,Percent heavy drinking days,other,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is other,305,2026-04-22T16:33:45.089824+00:00
10.2147/NDT.S500337,Auto-generated stub from DOI queue; Disorder normalized from `distress associated with life-threatening disease`; Abstract-first autofill from paper metadata,"Mushrooms, Microdosing, and Mental Illness: The Effect of Psilocybin on Neurotransmitters, Neuroinflammation, and Neuroplasticity",abstract,2025,doi,primary_study,"Abstract snippet: The incidence of mental health disorders is increasing worldwide. While there are multiple factors contributing to this problem, neuroinflammation underlies a significant",Daniel A Kinderlehrer,abstract_only,Distress associated with life-threatening disease,Psilocybin,,low,preclinical_study,preclinical,,reduces anxiety/depression symptoms,,other,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is other; source_type says primary_study but paper_type is weak; abstract_only,306,2026-04-22T16:33:45.089824+00:00
10.4088/JCP.23m15102,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,Barriers to Esketamine Nasal Spray Treatment Among Adults With Treatment-Resistant Depression,abstract,2024,doi,primary_study,Abstract snippet: <i>J Clin Psychiatry 2024;85(2):23m15102</i>.,Kruti Joshi; Joshua N. Liberman; Purva Parab; Jonathan Darer; Lisa Harding,abstract_only,Treatment-resistant depression,S-ketamine,,low,pending_curation,clinical,adults with treatment-resistant depression,reduces depressive symptoms,,other,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is other; source_type says primary_study but paper_type is weak; abstract_only,307,2026-04-22T16:33:45.089824+00:00
10.4088/jcp.24m15449,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,Results From a Long-Term Observational Follow-Up Study of a Single Dose of Psilocybin for a Treatment-Resistant Episode of Major Depressive Disorder,abstract,2025,doi,primary_study,Abstract snippet: <b>Trial Registration:</b> ClinicalTrials.gov identifier: NCT04519957.,Guy M. Goodwin; Anna Nowakowska; Merve Atli; Boadie W. Dunlop; David Feifel; David J. Hellerstein; Lindsey Marwood; Zainib Shabir; Sunil Mistry; S. C. Stansfield,abstract_only,Major depressive disorder,Psilocybin,,low,observational_study,preclinical,,reduces depressive symptoms,,other,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is other; source_type says primary_study but paper_type is weak; abstract_only,308,2026-04-22T16:33:45.089824+00:00
10.61373/pp024e.0034,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,Psychedelic treatment for anorexia nervosa: A first-hand view of how psilocybin treatment did and did not help,abstract,2024,doi,primary_study,Abstract snippet: Anorexia nervosa (AN) is a psychiatric illness with high mortality rates and limited treatment outcomes. Psilocybin treatment (PT) has shown promise for various mental he,Stéphanie Knatz Peck; Hannah M. Fisher; Jessie Kim; Samantha Shao; Julie Trim; Walter H. Kaye,abstract_only,Anorexia nervosa,Psilocybin,,medium,pilot_trial,preclinical,,improves clinical symptoms,,other,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is other; source_type says primary_study but paper_type is weak; abstract_only,309,2026-04-22T16:33:45.089824+00:00
10.1136/ijgc-2023-004659,Auto-generated stub from DOI queue; Disorder normalized from `distress associated with life-threatening disease`,Psilocybin-assisted psychotherapy for cancer-related anxiety and depression,unknown,2023,doi,primary_study,Metadata/title snippet: Psilocybin-assisted psychotherapy for cancer-related anxiety and depression,Dan Yaniv; Lois M. Ramondetta; Lorenzo Cohen; Moran Amit,secondary_summary,Distress associated with life-threatening disease,Psilocybin,,low,pending_curation,unknown,,reduces anxiety/depression symptoms,,other,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is other; source_type says primary_study but paper_type is weak; secondary_summary,312,2026-04-22T16:33:45.089824+00:00
10.1002/brb3.70660,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,Exploring the Therapeutic Effects of Psychedelics Administered to Military Veterans in Naturalistic Retreat Settings,abstract,2025,doi,primary_study,"Abstract snippet: Abstract Background : Military veterans are at risk of various mental health conditions, with profound implications for post‐deployment quality of life. Current treatment",Megan Calnan; Grace Blest‐Hopley; Chris Busch; Mark J. Adams; Simon Ruffell; Theodore Piper; Leor Roseman; Hannes Kettner; Robin Carhart‐Harris,abstract_only,Post-traumatic stress disorder,Psilocybin,,low,preclinical_study,preclinical,adults with post-traumatic stress disorder,reduces PTSD severity,PHQ-9,other,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is other; source_type says primary_study but paper_type is weak; abstract_only,318,2026-04-22T16:33:45.089824+00:00
10.1002/ibra.12094,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,Ketamine as a therapeutic agent in major depressive disorder and posttraumatic stress disorder: Potential medicinal and deleterious effects,abstract,2023,doi,primary_study,Abstract snippet: Abstract Major depressive disorder (MDD) and posttraumatic stress disorder (PTSD) are the most common causes of emotional distress that impair an individual's quality of,Bhuvi Sachdeva; Punya Sachdeva; Shampa Ghosh; Faizan Ahmad; Jitendra Kumar Sinha,abstract_only,Major depressive disorder,Ketamine,,low,preclinical_study,preclinical,,reduces depressive symptoms,,other,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is other; source_type says primary_study but paper_type is weak; abstract_only,324,2026-04-22T16:33:45.089824+00:00
10.1007/s00406-023-01735-2,Auto-generated stub from DOI queue,Effects of melancholic features on positive and negative suicidal ideation in patients with treatment-resistant depression and strong suicidal ideation receiving low-dose ketamine infusion,unknown,2023,doi,primary_study,Metadata/title snippet: Effects of melancholic features on positive and negative suicidal ideation in patients with treatment-resistant depression and strong suicidal ideatio,Mu‐Hong Chen; Tung‐Ping Su; Cheng‐Ta Li; Wei‐Chen Lin; Hui-Ju Wu; Shih‐Jen Tsai; Ya‐Mei Bai; Wei‐Chung Mao; Pei‐Chi Tu,secondary_summary,Suicidal ideation,Ketamine,,low,pending_curation,clinical,adults with suicidal ideation,improves clinical symptoms,,other,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is other; source_type says primary_study but paper_type is weak; secondary_summary,325,2026-04-22T16:33:45.089824+00:00
10.1016/j.jaac.2023.05.031,Auto-generated stub from DOI queue,Effect of Repeated Intravenous Esketamine on Adolescents With Major Depressive Disorder and Suicidal Ideation: A Randomized Active-Placebo-Controlled Trial,unknown,2023,doi,primary_study,Metadata/title snippet: Effect of Repeated Intravenous Esketamine on Adolescents With Major Depressive Disorder and Suicidal Ideation: A Randomized Active-Placebo-Controlled,Yanling Zhou; Xiaofeng Lan; Chengyu Wang; Fan Zhang; Haiyan Liu; Ling Fu; Weicheng Li; Yanxiang Ye; Zhibo Hu; Ziyuan Chao,secondary_summary,Suicidal ideation,Ketamine,,high,randomized_controlled_trial,clinical,adolescents with suicidal ideation,improves clinical symptoms,,primary_results,positive,disorder,auto_demote,demote_from_main_kg,secondary_summary; secondary_summary,326,2026-04-22T16:33:45.089824+00:00
